web-scraper-order,web-scraper-start-url,product-category,product-category-href,product-url,product-url-href,product-name,product-price,product-img-src,product-description-long-ul,product-allergens,product-size,product-nutrition,product-flavour
"1578500856-508","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Day-Night-Casein.html","Weider
 Day & Night Casein","21,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDCSNDYNG_1.jpg","Proteinpulver mit Calciumcaseinat für eine mehrstündige Versorgung mit Aminosäuren.","Zutaten: Bitte wähle zuerst eine Variante.","1,8 kg = 72 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500647-427","https://www.weidershop.de/","Koffeine / Guarana","http://www.weidershop.de/Inhaltsstoffe/Koffeine-Guarana/","Details","http://www.weidershop.de/Inhaltsstoffe/Koffeine-Guarana/Weider-Total-Rush-2-0.html","Weider
 Total Rush 2.0 Cola / 375 g Dose","36,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031801_1.jpg","Nahrungsergänzungsmittel. Für Sportler. Zur Ausübung von Kraft- und 
Schnellkraftsportarten. Instantpulver zur Herstellung eines Getränkes mit 
Kreatin, freien Aminosäuren, Koffein, Körneramaranthextrakt, Ginkgoblattpulver, 
Vitaminen und Mineralstoffen. Mit Süßungsmitteln. Cranberry Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    L-Citrullin Malat, L-Arginin Base, Kreatinmonohydrat, Beta-Alanin, N-Acetyl-L-Tyrosin, Taurin, L-Glycin, Säuerungsmittel: Citronensäure; Calciumcarbonat, Körneramaranthextrakt (Amaranthus Hypochondriacus - Oxystorm®), L-Alanyl-L-Glutamin (Sustamine®), Koffein, Ginkgoblattpulver, Aroma, Vitamin C, Trennmittel: Siliciumdioxid; Säureregulator: Kaliumphosphate; L-Theanin, Maltodextrin, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose;
Sonnenblumenöl, Niacin, Zinkoxid, Vitamin B12, Vitamin B6, Vitamin D, Farbstoff: E150c.

Kann Spuren von Milch, Laktose, Gluten, Soja und Ei enthalten.","375 g","Nährwertangabenpro 25 g Pulver in 300 ml Wasser% NRVCalcium220mg28Niacin16mg100Vitamin B60,7mg50Vitamin B121,25µg50Vitamin C200mg250Vitamin D1,25µg25Zink5mg50Ginkgo Biloba Extrakt120mg Koffein300mg Körneramaranthextrakt (Oxystorm®)/Inca Wheat Extract (Oxystorm®)300mg Kreatinmonohydrat3400mg    Kreatinmonohydrat - davon Kreatin3000mg N-Acetyl-L-Tyrosine1000mg Taurin1000mg pro 25 g Pulver in 300 ml Wasser% NRVBeta-Alanin3300mg L-Alanyl-L-Glutamin (Sustamine®)200mg L-Arginin4600mg L-Citrullin Malat6000mg L-Glycin1000mg L-Theanine50mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Cola | 375 g Dose"
"1578500851-503","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Gold-Whey.html","Weider
 Gold Whey","15,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031245_1.jpg","Proteinpulver mit Molkenproteinkonzentrat zur Herstellung eines proteinreichen Getränkes. Mit Süßungsmitteln.","Zutaten: Bitte wähle zuerst eine Variante.","Standbeutel á 500g = 16 Portionen Dose á 908g = 30 Portionen Standbeutel á 2kg = 66 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500546-380","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Protein-Cookie.html","Weider
 Protein Cookie Schoko-Chips / 90 g","2,20","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032017_1.jpg","Veganer Cookie mit Eiweiß und Schokoladenstückchen. Schoko Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weizeneiweiß, Kokosöl, Weizenmehl, Glukosesirup, 10% Schokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator: Soja-Lecithine), Fruktose, Feuchthaltemittel: Glycerin; Rohrzucker, 3,3% Kakaopulver, Emulgator: Soja-Lecithine; Backtriebmittel: Natriumcarbonate; Aroma, Salz.

Im Herstellungsbetrieb werden auch Milch, Laktose, Ei, Sesam, Erdnüsse und andere Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden.","90 g pro Cookie","Nährwertangabenpro 100 gBrennwert1913kJ457kcalFett21g   davon gesättigte Fettsäuren16gKohlenhydrate43g   davon Zucker20gEiweiß24gSalz0,71gpro 90 gBrennwert1722kJ411kcalFett19g   davon gesättigte Fettsäuren14gKohlenhydrate39g   davon Zucker18gEiweiß22gSalz0,64g","Schoko-Chips | 90 g"
"1578500755-462","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-BCAA-RTD-zzgl-EINWEGpfand.html","Weider
 BCAA RTD zzgl. Pfand Limette / 250 ml Dose","1,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031613_1.jpg","Nahrungsergänzungsmittel. Fertiggetränk mit verzweigtkettigen Aminosäuren, 
L-Alanyl-L-Glutamin, Koff¬ein (Geschmack Cola) und Vitaminen. Mit Süßungsmittel. 
Erhältlich in verschiedenen Geschmackssorten.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, 0,6% L-Leucin, Kohlensäure, 0,3% L-Isoleucin,
0,3% L-Valin, Säuerungsmittel: E330; 0,12% L-Alanyl-L-Glutamin (Sustamine®), Aroma, Süßungsmittel: E955; Niacin,
Pantothensäure, Vitamin B6.","250 ml in einer Dose.","Nährwertangabenpro 250 ml% NRVBrennwert0kJ 0kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate0g    davon Zucker0g Eiweiß0g Salz0g Niacin8mg50Pantothensäure3mg50Vitamin B60,7mg50pro 250 ml% NRVL-Alanyl-L-Glutamin (Sustamine®)300mg L-Isoleucin750mg L-Leucin1500mg L-Valin750mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Limette | 250 ml Dose"
"1578500513-366","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-EAA-RTD-zzgl-Pfand.html","Weider
 EAA RTD zzgl. Pfand Zitrone / 330 ml Dose","1,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDEAARTD_1.jpg","Koffeinhaltiges Erfrischungsgetränk mit allen 9 essentiellen Aminosäuren. Mit 
Süßungsmitteln. Mit Kohlensäure.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: E330; Kohlensäure, 0,4% L-Lysinhydrochlorid, 0,4% L-Leucin, 0,4% L-Threonin, 0,2% L-Histidin, 0,2% L-Isoleucin, 0,2% L-Valin, 0,1% L-Tryptophan, Aroma, Säureregulator: E327; 0,04% L-Phenylalanin, Süßungsmittel: Sucralose, Acesulfam-K;
0,03% natürliches Koffein, 0,02% L-Methionin.","330 ml","Nährwertangabenpro 100 mlBrennwert38kJ9kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate0g   davon Zucker0gEiweiß1,8gSalz0gpro 330 mlBrennwert125kJ29kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate0g   davon Zucker0gEiweiß6gSalz0gpro 100 mlL-Histidin222mgL-Isoleucin178mgL-Leucin357mgL-Lysin325mgL-Methionin15mgL-Phenylalanin47mgL-Threonin360mgL-Tryptophan137mgL-Valin178mgpro 330 mlL-Histidin731mgL-Isoleucin587mgL-Leucin1178mgL-Lysin1074mgL-Methionin15mgL-Phenylalanin47mgL-Threonin360mgL-Tryptophan137mgL-Valin178mg","Zitrone | 330 ml Dose"
"1578500623-419","https://www.weidershop.de/","L-Carnitine","http://www.weidershop.de/Inhaltsstoffe/L-Carnitine/","Details","http://www.weidershop.de/Inhaltsstoffe/L-Carnitine/Weider-L-Carnitine-Water-zzgl-EINWEGpfand.html","Weider
 L-Carnitine Water zzgl. Pfand Mexico-Feige / 500 ml Flasche","1,79","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038703_1.jpg","Erfrischungsgetränk mit 1.000 mg L-Carnitine pro Flasche. 
Mit Cholin 
  und Süßungsmitteln. Kalorienfrei.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; 0,2% L-Carnitine, Aroma, Süßungsmittel:
Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Cholinchlorid","500 ml","Nährwertangabenpro 100 mlBrennwert8kJ2kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz< 0,01gCholin16,5mgL-Carnitin200mgpro 500 mlBrennwert38kJ9kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz0,05gCholin82,5mgL-Carnitin1000mg","Mexico-Feige | 500 ml Flasche"
"1578500541-379","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-YIPPIE-Protein-Cookie-Bites.html","Weider
 YIPPIE! Protein Cookie Bites  Kokos-Mandel","1,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032025_1.jpg","YIPPIE! Protein Cookie Bites sind kleine Cookies mit Molkeneiweiß und 
Mandelstückchen.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    21% Molkeneiweißkonzentrat¹, Weizeneiweiß, Feuchthaltemittel: Glycerin; Süßungsmittel: Maltit, Acesulfam-K; resistentes Dextrin, 8% gehackte Mandeln, Butterreinfett, Emulgatoren: Lecithine (Soja); Kokosöl, 2% Kokosraspeln, Backtriebmittel: Natriumcarbonat; Kokosnussmilchpulver (Kokosnussmilch, Maltodextrin, Natriumkaseinat¹), Aroma, fettarmes Kakaopulver, Salz. ¹ Enthält Laktose. Im Herstellungsbetrieb werden auch Ei und andere Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden.","50 g Beutel","Nährwertangabenpro 100 gBrennwert1739kJ418kcalFett23g   davon gesättigte Fettsäuren11,2gKohlenhydrate26g   davon Zucker2,3gEiweiß30gSalz1,24gBallaststoffe9,8gpro 50 gBrennwert870kJ209kcalFett11,5g   davon gesättigte Fettsäuren5,6gKohlenhydrate13g   davon Zucker1,1gEiweiß15gSalz0,62gBallaststoffe4,9g","Kokos-Mandel"
"1578500687-434","https://www.weidershop.de/","Kreatin","http://www.weidershop.de/Inhaltsstoffe/Kreatin/","Details","http://www.weidershop.de/Inhaltsstoffe/Kreatin/Weider-Total-Rush-2-0.html","Weider
 Total Rush 2.0 Limette / 375 g Dose","36,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031811_1.jpg","Nahrungsergänzungsmittel. Für Sportler. Zur Ausübung von Kraft- und 
Schnellkraftsportarten. Instantpulver zur Herstellung eines Getränkes mit 
Kreatin, freien Aminosäuren, Koffein, Körneramaranthextrakt, Ginkgoblattpulver, 
Vitaminen und Mineralstoffen. Mit Süßungsmitteln. Cranberry Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    L-Citrullin Malat, L-Arginin Base, Kreatinmonohydrat, Beta-Alanin, Säuerungsmittel: Citronensäure; N-Acetyl-L-Tyrosin, Taurin, L-Glycin, Calciumcarbonat, Maltodextrin, Vitamin C, Körneramaranthextrakt (Amaranthus Hypochondriacus - Oxystorm®), L-Alanyl-L-Glutamin (Sustamine®), Koffein, Ginkgoblattpulver, Aroma, Trennmittel: Siliciumdioxid; Säureregulator: Kaliumphosphate; L-Theanin, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose; Sonnenblumenöl, Niacin, Zinkoxid, Vitamin B12, Vitamin B6, Vitamin D, Farbstoff: E141.

Kann Spuren von Milch, Laktose, Gluten, Soja und Ei enthalten.","375 g","Nährwertangabenpro 25 g Pulver in 300 ml Wasser% NRVCalcium220mg28Niacin16mg100Vitamin B60,7mg50Vitamin B121,25µg50Vitamin C200mg250Vitamin D1,25µg25Zink5mg50Ginkgo Biloba Extrakt120mg Koffein300mg Körneramaranthextrakt (Oxystorm®)/Inca Wheat Extract (Oxystorm®)300mg Kreatinmonohydrat3400mg    Kreatinmonohydrat - davon Kreatin3000mg N-Acetyl-L-Tyrosine1000mg Taurin1000mg pro 25 g Pulver in 300 ml Wasser% NRVBeta-Alanin3300mg L-Alanyl-L-Glutamin (Sustamine®)200mg L-Arginin4600mg L-Citrullin Malat6000mg L-Glycin1000mg L-Theanine50mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Limette | 375 g Dose"
"1578500562-394","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Classic-Pack.html","Weider
 Classic Pack Weiße Schokolade / 35 g Riegel","1,05","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038638_1.jpg","Riegel mit Kohlenhydraten und Eiweiß. Mit weißem  Schokoladenüberzug.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Glukosesirup, Milcheiweiß¹, 21% weiße Schokolade (Zucker, 
Vollmilchpulver¹, Kakaobutter, Emulgator: Soja-Lecithine; Aroma), 
Fruktosesirup, Palmfett, Kollagenhydrolysat, Feuchthaltemittel: Glycerin; 
0,3% Bananenpulver, Aroma, Salz.
Kann Spuren von Ei, Gluten, Erdnüssen und anderen Schalenfrüchten 
enthalten.


¹Enthält Laktose.","Riegel á 35 g","Nährwertangabenpro 100 gBrennwert1703kJ404kcalFett11,3g   davon gesättigte Fettsäuren6,7gKohlenhydrate49g   davon Zucker30gEiweiß27gSalz0,34gpro 35 gBrennwert596kJ141kcalFett4g   davon gesättigte Fettsäuren2,3gKohlenhydrate17g   davon Zucker10,5gEiweiß9,5gSalz0,12g","Weiße Schokolade | 35 g Riegel"
"1578500748-459","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-BCAA-Tablets.html","Weider
 BCAA Tablets","26,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDBCTBLTS_1.jpg","Nahrungsergänzungsmittel. Tabletten mit einem hohen Anteil an 
  verzweigtkettigen Aminosäuren zum Schlucken.","Zutaten: Bitte wähle zuerst eine Variante.","Dose á 103 Tabletten = 208 g = 13 Portionen 
  Dose á 206 Tabletten = 416 g = 26 Portionen 
  Kühl. trocken und dunkel lagern.","Nährwertangaben","Größe Bitte auswählen"
"1578500580-405","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-32-Whey-Wafer.html","Weider
 32% Whey-Wafer Stracciatella / 35 g Riegel","1,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032117_1.jpg","Waffelriegel mit Eiweiß und Zartbitterschokoladenüberzug. Mit einer Zuckerart und Süßungsmittel.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    26% Zartbitterschokolade (Kakaomasse, Kakaobutter, Zucker, 
Kakaopulver, Emulgator: Soja-Lecithine; Aroma), 
Molkeneiweiß¹, Weizenmehl, Milcheiweiß¹, Palmfett, 
Fruktose, Sahnepulver¹, Kollagenhydrolysat, Emulgatoren: 
Soja-Lecithine, E476; Verdickungsmittel: Guarkernmehl; 
Backtriebmittel: E503, E500; Aroma, Süßungsmittel: Sucralose.
Kann Spuren von Ei, Sesam, Erdnüssen und Schalenfrüchten 
enthalten.



¹Enthält Laktose.","35 g","Nährwertangabenpro 100 gBrennwert2150kJ514kcalFett26g   davon gesättigte Fettsäuren16gKohlenhydrate37g   davon Zucker23gEiweiß32gSalz0,15gpro 35 gBrennwert752kJ180kcalFett9,3g   davon gesättigte Fettsäuren5,5gKohlenhydrate13g   davon Zucker8gEiweiß11,2gSalz0,05g","Stracciatella | 35 g Riegel"
"1578500508-365","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Fresh-Up-Konzentrat-1l.html","Weider
 Fresh Up Konzentrat 1 l Eistee Pfirsich / 1 l Flasche","14,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038263_1.jpg","Getränkekonzentrat zur Herstellung eines kalorienarmen Kaltgetränkes mit Vitaminen und Magnesium. Mit einer Zuckerart und Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; Aroma, Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Natriumchlorid, Fruktose, Farbstoff: E150d; Magnesiumoxid, Verdickungsmittel: Xanthan; Konservierungsstoff: Kaliumsorbat; Vitamin E, Niacin, Emulgator: Mono- und Diglyceride von Speisefettsäuren; Vitamin B2, Vitamin B1, Vitamin B6, Chromchlorid, Natriumselenit, Vitamin K, Biotin, Vitamin D3.","1000 ml = 66 Portionen
   Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert188kJ 44kcal Fett4g    davon gesättigte Fettsäuren4g Kohlenhydrate1,1g    davon Zucker1g Eiweiß0g Salz1,5g Biotin83,3µg167Chrom66,7µg167Magnesium400mg107Niacin26,7mg167Selen91,6µg167Vitamin B11,84mg167Vitamin B22,34mg167Vitamin B62,34mg167Vitamin D8,34µg167Vitamin E20mg167Vitamin K125µg167pro Portion (15 ml)% NRVBrennwert29kJ 7kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate0,2g    davon Zucker1g Eiweiß0g Salz0,23g Biotin12,5µg25Chrom10µg25Magnesium60mg16Niacin4mg25Selen13,7µg25Vitamin B10,28mg25Vitamin B20,35mg25Vitamin B60,35mg25Vitamin D1,25µg25Vitamin E3mg25Vitamin K18,8µg25% NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Eistee Pfirsich | 1 l Flasche"
"1578500569-399","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-60-Protein-Bar.html","Weider
 60 % Protein Bar Milchschokolade / 45 g Riegel","2,29","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030948_1.jpg","Nahrungsergänzungsmittel. Riegel mit kakaohaltiger Eiweißglasur (19%), 27 g 
Eiweiß, L-Glutamin, BCAA´s und Zink. Mit Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Milcheiweiß¹ (Calciumcaseinat¹, Molkeneiweißkonzentrat¹, Milcheiweißisolat¹), Kollagenhydrolysat, Feuchthaltemittel: E422; Kakaobutter, 5,3% L-Glutamin, Süßungsmittel: E965; Kakaomasse, 1,7% fettarmes Kakaopulver, Sojaeiweißisolat, Aroma, Salz, Emulgator: E322 (Soja); 0,2% L-Leucin, 0,2% L-Isoleucin, Tapiokastärke, Zinkglukonat, Süßungsmittel: E955; 0,01% L-Valin.

¹ Enthält Laktose.","45 g pro Riegel; 24 Riegel pro Tray","Nährwertangabenpro 100 g% NRVBrennwert1556kJ 370kcal Fett10g    davon gesättigte Fettsäuren6,1g Kohlenhydrate15g    davon mehrwertige Alkohole13g    davon Zucker0,7g Eiweiß60g Salz0,61g Zink11mg pro 45 g% NRVBrennwert700kJ 166kcal Fett4,5g    davon gesättigte Fettsäuren2,7g Kohlenhydrate6,6g    davon mehrwertige Alkohole6,1g    davon Zucker0,3g Eiweiß27g Salz0,27g Zink5mg50pro 100 g% NRVL-Glutamin5556mg L-Isoleucin2222mg L-Leucin4444mg L-Valin2222mg pro 45 g% NRVL-Glutamin2500mg L-Isoleucin1000mg L-Leucin2000mg L-Valin1000mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Milchschokolade | 45 g Riegel"
"1578500730-449","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Premium-EAA-Powder.html","Weider
 Premium EAA Powder Pink Lemonade / 325 g Dose","23,69","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDPRMMPWDR_1.jpg","Enthält alle 9 essentiellen Aminosäuren","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    24,12% L-Leucin, 14,6% L-Lysinhydrochlorid, Säuerungsmittel: Citronensäure; 12,1% L-Isoleucin, 12,1% L-Valin, 7,7% L-Phenylalanin, 6,2% L-Threonin, Aroma, 1,9% L-Histidin, 1,4% L-Tryptophan, 1,1% L-Methionin, Süßungsmittel: Acesulfam-K, Sucralose, Steviolglycoside; Emulgatoren: E322 (Soja), E471; Farbstoff: Betenrot.

Kann Spuren von Milch, Laktose, Gluten und Ei enthalten.","325 g Pulver","Nährwertangabenpro 100 gBrennwert1272kJ299kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate2,8g   davon Zucker0gEiweiß62gSalz0,2gpro 13 gBrennwert165kJ39kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate0,4g   davon Zucker0gEiweiß8,1gSalz0,02gAminosäure­bilanz pro 100 g ProteinL-Histidin1900mgL-Isoleucin12100mgL-Leucin24120mgL-Lysin11800mgL-Methionin1100mgL-Phenylalanin7700mgL-Threonin6200mgL-Tryptophan1400mgL-Valin12100mg","Pink Lemonade | 325 g Dose"
"1578500730-450","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Premium-EAA-Powder.html","Weider
 Premium EAA Powder Tropical / 325 g Dose","23,69","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDPRMMPWDR_1.jpg","Enthält alle 9 essentiellen Aminosäuren","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    24,12% L-Leucin, 14,6% L-Lysinhydrochlorid, Säuerungsmittel: Citronensäure; 12,1% L-Isoleucin, 12,1% L-Valin, 7,7% L-Phenylalanin, 6,2% L-Threonin, 1,9% L-Histidin, 1,4% L-Tryptophan,
1,1% L-Methionin, Aroma, Süßungsmittel: Acesulfam-K, Sucralose, Steviolglycoside; Trennmittel: E551; Emulgatoren: E322 (Soja), E471; Farbstoff: Beta-Carotin.

Kann Spuren von Milch, Laktose, Gluten und Ei enthalten.","325 g Pulver","Nährwertangabenpro 100 gBrennwert1272kJ299kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate1,8g   davon Zucker0gEiweiß62gSalz0,18gpro 13 gBrennwert165kJ39kcalFett0g   davon gesättigte Fettsäuren0gKohlenhydrate0,2g   davon Zucker0gEiweiß8,1gSalz0,02gAminosäure­bilanz pro 100 g ProteinL-Histidin1900mgL-Isoleucin12100mgL-Leucin24120mgL-Lysin11800mgL-Methionin1100mgL-Phenylalanin7700mgL-Threonin6200mgL-Tryptophan1400mgL-Valin12100mg","Tropical | 325 g Dose"
"1578500764-464","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Amino-Power-Liquid.html","Weider
 Amino Power Liquid Cola / 1 l Flasche","34,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031023_1.jpg","Nahrungsergänzungsmittel. Proteinhydrolysatkonzentrat auf Wasserbasis mit 
  zugesetzten freien Aminosäuren und Vitamin B6. Mit einer Zuckerart und 
  Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, 39% Eiweißhydrolysat, Fruktose, Säuerungsmittel:
Citronensäure; 3% Molkeneiweißhydrolysat¹, L-Leucin, 1%
Taurin, Aroma, Farbstoff: E150c; Konservierungsstoff:
Kaliumsorbat; Süßungsmittel: Saccharin-Natrium,
Natriumcyclamat, Acesulfam-K; Emulgator: E471; Vitamin B6².



¹Enthält Laktose.

²Vitamin B6 trägt zu einem normalen Eiweiß- und Glycogenstoffwechsel
bei.","1000 ml = 66 Portionen 
  Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert1046kJ 246kcal Fett< 0,1g    davon gesättigte Fettsäuren<0,1g Kohlenhydrate9,4g    davon Zucker9,3g Eiweiß51g Salz0,39g Vitamin B63,1mg221Taurin1250mg pro 15 ml% NRVBrennwert157kJ 37kcal Fett<0,1g    davon gesättigte Fettsäuren<0,1g Kohlenhydrate1,4g    davon Zucker1,4g Eiweiß7,7g Salz0,06g Vitamin B61,4mg100Taurin188mg Aminosäure­bilanz pro 100 g Protein% NRVL-Alanin7686mg L-Arginin7824mg L-Asparaginsäure6725mg L-Cystein118mg L-Glutaminsäure12961mg L-Glycin18980mg L-Histidin843mg L-Hydroxylysin1098mg L-Hydroxyprolin10431mg L-Isoleucin1706mg L-Leucin5588mg L-Lysin3686mg L-Methionin647mg L-Phenylalanin2039mg L-Prolin10922mg L-Serin3451mg L-Threonin2176mg L-Tryptophan39mg L-Tyrosin569mg L-Valin2510mg pro 100 ml% NRVL-Leucin2850mg pro 15 ml% NRVL-Leucin428mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Cola | 1 l Flasche"
